ref,PDF_id,article_type,authors,article_title,source_title,pub_year,doi,lead_author_institution_type,lead_author_affiliation,study_country,study_region,koaro,inanga, giant_kokopu,shortjaw_kokopu,banded_kokopu,spotted_galaxias,spatial_extent,spatial_extent_km,temporal,period_yrs,preiod_frq,survey,model,experiment,ex_field,ex_lab,review,review_method,method_other,diet,predation,competition,metabolism,disease,parasites,behaviour,movement ,migration,morphology,evolution,spawning,riparain,growth,genetics,eggs,larvae,juveniles,adults,demographics,sex_ratio,fecundity,mortality,age_size_structure,abundance_density,physiochemical_habitat,landuse,aquaculture,harvesting,method_development,conservation,restoration,invasive species,climate_change,stream,lake,ocean,landlocked,notes
19,30,J,Akbaripasand A. Closs GP.,Effects of Food Supply and Stream Physical Characteristics on Habitat Use of a Stream-Dwelling Fish,Ecology of Freshwater Fish,2018,10.1111/eff.12345,tertiary,UoO,NZ,Otago,n,n,n,n,y,n,regional,5,n,na,na,y,n,n,y,n,n,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,
283,377,J,Ault TR. White RW.,"Effects of habitat structure and the presence of brown trout on the population density of Galaxias truttaceus in Tasmania, Australia",Transactions of the American Fisheries Society,1994,10.1577/1548-8659(1994)123[0939:EOHSAT]2.3.CO;2,tertiary,University of Tasmania,Australia,Tasmania,n,n,n,n,n,y,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,n,
204,279,J,Rowe DK. Chisnall BL. Dean TL. Richardson J.,Effects of Land Use on Native Fish Communities in East Coast Streams of the North Island of New Zealand,New Zealand Journal of Marine and Freshwater Research,1999,10.1080/00288330.1999.9516864,CRI,NIWA,NZ,BoP,n,y,n,n,y,n,regional,200,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,
180,251,J,Rowe DK. Smith J. Quinn J. Boothroyd I.,"Effects of Logging with and without Riparian Strips on Fish Species Abundance, Mean Size, and the Structure of Native Fish Assemblages in Coromandel, New Zealand, Streams",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517071,CRI,NIWA,NZ,Waikato,n,n,n,n,y,n,regional,10,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
39,60,J,Wylie MJ. Closs GP. Damsteegt EL. Lokman PM.,"Effects of Salinity and Temperature on Artificial Cultivation and Early Ontogeny of Giant Kokopu, Galaxias Argenteus (Gmelin 1789)",Aquaculture Research,2016,10.1111/are.12605,tertiary,UoO,NZ,Southland,n,n,y,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,temperature effect on survival
181,252,J,Rowe DK. Smith J. Williams E.,"Effects of Turbidity on the Feeding Ability of Adult, Riverine Smelt (Retropinna Retropinna) and Inanga (Galaxias Maculatus)",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517077,CRI,NIWA,NZ,Waikato,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,feeding,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
209,285,J,Rowe DK. Dean TL.,Effects of Turbidity on the Feeding Ability of the Juvenile Migrant Stage of Six New Zealand Freshwater Fish Species,New Zealand Journal of Marine and Freshwater Research,1998,10.1080/00288330.1998.9516803,CRI,NIWA,NZ,Waikato,y,y,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,feeding,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
188,259,J,Richardson J. Rowe DK. Smith JP.,Effects of Turbidity on the Migration of Juvenile Banded Kokopu (Galaxias Fasciatus) in a Natural Stream,New Zealand Journal of Marine and Freshwater Research,2001,10.1080/00288330.2001.9516989,CRI,NIWA,NZ,Waikato,n,n,n,n,y,n,reach,0.008,n,na,na,n,n,y,y,n,n,na,sediment,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
192,267,J,Battini M. Rocco V. Lozada M. Tartarotti B. Zagarese HE.,"Effects of Ultraviolet Radiation on the Eggs of Landlocked Galaxias Maculatus (Galaxiidae, Pisces) in Northwestern Patagonia",Freshwater Biology,2000,10.1046/j.1365-2427.2000.00600.x,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,0.6,n,na,na,n,n,y,y,n,n,n,UV exposure,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
153,222,J,Allibone R.,Egg Cannibalism by Inanga (Galaxias Maculatus),New Zealand Journal of Marine and Freshwater Research,2003,10.1080/00288330.2003.9517206,CRI,NIWA,NZ,Waikato,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,na,y,y,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,
220,297,J,Mcdowall RM. Suren AM.,"Emigrating Larvae of Koaro, Galaxias-Brevipinnis Gunther (Teleostei, Galaxiidae), from the Otira River, New-Zealand",New Zealand Journal of Marine and Freshwater Research,1995,10.1080/00288330.1995.9516660,CRI,NIWA,NZ,West Coast,y,n,n,n,n,n,reach,5,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,koaro larvae moving downstream
241,323,J,Ryan PA.,Energy Contents of some New Zealand Freshwater Animals,New Zealand Journal of Marine and Freshwater Research,1982,10.1080/00288330.1982.9515971,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
97,148,J,Hicks A. Barbee NC. Swearer SE. Downes BJ.,"Estuarine Geomorphology and Low Salinity Requirement for Fertilisation Influence Spawning Site Location in the Diadromous Fish, Galaxias Maculatus",Marine and Freshwater Research,2010,10.1071/MF10011,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,lab,na,n,na,na,y,n,y,n,y,n,na,spawning,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,estuary
296,389,J,Lawrence C. Rutherford N. Hamilton R. Meredith D.,Experimental evidence indicates that native freshwater fish outperform introduced Gambusia in mosquito suppression when water temperature is below 25∞C,Hydrobiologia,2016,10.1007/s10750-015-2470-3,govt,Department of Fisheries,Australia,Western Australia,n,n,n,n,n,y,reach,0.001,n,na,na,n,n,y,n,y,n,na,feeding,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,
205,280,J,Waters JM. Burridge CP.,Extreme Intraspecific Mitochondrial Dna Sequence Divergence in Galaxias Maculatus (Osteichthys : Galaxiidae). One of the World's Most Widespread Freshwater Fish,Molecular Phylogenetics and Evolution,1999,10.1006/mpev.1998.0554,tertiary,UoT,Southern hemispere,na,n,y,y,y,y,n,international,9300,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,
126,191,J,Nilsson E. Hertonsson P. Stenberg M. Brodersen J. Olsson K. Stenroth P. Lakowitz T. Brˆnmark C. Nystrˆm P. Mcintosh AR.,Facilitation and Interference among Three Predators Affect their Consumption of a Stream-Dwelling Mayfly,Freshwater Biology,2006,10.1111/j.1365-2427.2006.01581.x,tertiary,UoO,NZ,West Coast,y,n,n,n,n,n,lab,0.0006,n,na,na,n,n,y,n,y,n,na,interaction,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,
77,120,J,Doehring K. Young RG. Mcintosh AR.,Facilitation of Upstream Passage for Juveniles of a Weakly Swimming Migratory Galaxiid,New Zealand Journal of Marine and Freshwater Research,2012,10.1080/00288330.2011.639787,tertiary,UoC,NZ,Nelson-Tasman,n,y,n,n,n,n,lab,0.003,n,na,na,n,n,y,n,y,n,na,passage,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,
87,134,J,Doehring K. Young RG. Mcintosh AR.,Factors Affecting Juvenile Galaxiid Fish Passage at Culverts,Marine and Freshwater Research,2011,10.1071/MF10101,tertiary,UoC,NZ,Nelson-Tasman,n,y,n,n,n,n,regional,na,n,na,na,n,n,y,y,n,n,na,passage,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,
284,378,J,Close PG. Ryan TJ. Morgan DL. Beatty SJ. Lawrence CS.,"First record of 'climbing' and 'jumping' by juvenile Galaxias truttaceus Valenciennes, 1846 (Galaxiidae) from south-western Australia",Australian Journal of Zoology,2014,10.1071/ZO14004,tertiary,University of Western Australia,Australia,Western Australia,n,n,n,n,n,y,reach,0.001,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
122,187,J,Plew DR. Nikora VI. Larned ST. Sykes JRE. Cooper GG.,Fish Swimming Speed Variability at Constant Flow: Galaxias Maculatus,New Zealand Journal of Marine and Freshwater Research,2007,10.1080/00288330709509907,CRI,NIWA,NZ,Canterbury,n,y,n,n,n,n,lab,0.00083,n,na,na,n,n,y,n,y,n,na,swimming,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
125,190,J,Mcdowall RM.,"Fish, Fish Habitats and Fisheries in New Zealand",Aquatic Ecosystem Health and Management,2006,10.1080/14634980601026352,CRI,NIWA,NZ,na,y,y,y,y,y,n,regional,1450,n,na,na,n,n,n,n,n,y,narrative,na,n,y,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,y,y,y,n,n,y,n,n,y,n,y,y,n,y,n,y,n,y,y,y,y,
240,322,J,Sagar PM. Eldon GA.,"Food and Feeding of Small Fish in the Rakaia River, New Zealand",New Zealand Journal of Marine and Freshwater Research,1983,10.1080/00288330.1983.9515999,govt,MAF,NZ,Canterbury,y,n,n,n,n,n,reach,50,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
211,287,J,Hicks BJ.,"Food Webs in Forest and Pasture Streams in the Waikato Region, New Zealand: a Study Based on Analyses of Stable Isotopes of Carbon and Nitrogen, and Fish Gut Contents",New Zealand Journal of Marine and Freshwater Research,1997,10.1080/00288330.1997.9516796,tertiary,UoW,NZ,Waikato,n,n,n,n,y,n,basin,20,n,na,na,y,n,n,n,n,n,na,SIA,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,
40,65,B,Jellyman DJ. Gehrke PC. Harris JH.,Freshwater Fisheries of Australasia,Freshwater Fisheries Ecology,2015,10.1002/9781118394380.ch32,CRI,NIWA,Southern hemispere,na,y,y,y,y,y,n,international,na,na,na,na,n,n,n,n,n,y,narrative,na,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,y,n,y,y,na,na,na,na,
245,327,J,Mcdowall RM.,Freshwater Fishes and Plate Tectonics in the Southwest Pacific,"Palaeogeography, Palaeoclimatology, Palaeoecology",1980,10.1016/0031-0182(80)90025-5,govt,MAF,NZ,Canterbury,y,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,na,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,
34,51,J,Cussac VE. Habit E. Ciancio J. Battini MA. Rossi CR. Barriga JP. Baigun C. Crichigno S.,Freshwater Fishes of Patagonia: Conservation and Fisheries,Journal of Fish Biology,2016,10.1111/jfb.13008,tertiary,Universidad Nacional del Comahue,Argentina ,Patagonia,n,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,n,n,n,n,n,n,y,n,y,n,n,n,n,na,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,na,na,na,na,
95,146,J,De Leaniz CG. Gajardo G. Consuegra S.,From Best to Pest: changing perspectives on the impact of exotic salmonids in the southern hemisphere,Systematics and Biodiversity,2010,10.1080/14772000.2010.537706,tertiary,Swansea University,Southern hemispere,na,y,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,semi-quantative,na,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,
127,192,J,Revenga JE. Torres P. Siegmund I.,"Galaxias Maculatus (Galaxiidae, Salmoniformes) Infected with Acanthostomoides Apophalliformis (Digenea, Platyhelminthes) in Southern Argentina. Pathology and Absence of Parasite Induced Mortality [galaxias Maculatus (Galaxiidae, Salmoniformes) Infectados Com Acanthostomoides Apophalliformis (Digenea, Platyhelminthes) No Sul Da Argentina. Histopatologia e Aus„™ncia De Mortalidade Induzida]",Brazilian Journal of Veterinary Research and Animal Science,2006,10.11606/issn.1678-4456.bjvras.2006.26573,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
217,293,J,Berra TM. Crowley LELM. Ivantsoff W. Fuerst PA.,Galaxias Maculatus: An Explanation of Its Biogeography,Marine and Freshwater Research,1996,10.1071/MF9960845,tertiary,Ohio State University,Southern hemispere,na,n,y,n,n,n,n,international,8900,n,na,na,n,n,n,n,n,y,na,na,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
261,345,J,NA,Galaxiid Fishes: Speciation in New Zealand,Nature,1970,10.1038/2271192b0,na,na,NZ,na,n,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,y,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,
75,118,J,Carrea C. Barriga JP. Cussac VE. Ruzzante DE.,Genetic and Phenotypic Differentiation among Galaxias Maculatus Populations in a Patagonian Postglacial Lake System,Biological Journal of the Linnean Society,2012,10.1111/j.1095-8312.2012.01939.x,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,60,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,y,y,n,n,n,y,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
63,102,J,Carrea C. Cussac VE. Ruzzante DE.,Genetic and Phenotypic Variation among Galaxias Maculatus Populations Reflects Contrasting Landscape Effects Between Northern and Southern Patagonia,Freshwater Biology,2013,10.1111/fwb.12036,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,1200,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,y,y,n,n,n,y,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,
147,215,J,Zattara EE. Premoli AC.,Genetic Structuring in Andean Landlocked Populations of Galaxias Maculatus: Effects of Biogeographic History,Journal of Biogeography,2005,10.1111/j.1365-2699.2004.01164.x,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,135,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
222,300,J,Allibone RM. Wallis GP.,Genetic Variation and Diadromy in some Native New Zealand Galaxiids (Teleostei: Galaxiidae),Biological Journal of the Linnean Society,1993,10.1111/j.1095-8312.1993.tb00916.x,tertiary,UoO,NZ,"Southland, West Coast, Nelson-Tasman, Canterbury, Otago",y,y,n,n,y,n,regional,750,n,na,na,y,n,n,n,n,n,na,genetics,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,y,
184,255,J,Mcdowall RM.,Getting the Measure of Freshwater Fish Habitat in New Zealand,Aquatic Ecosystem Health and Management,2001,10.1080/146349801317276026,CRI,NIWA,NZ,na,y,y,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,n,n,n,n,n,n,y,y,n,y,n,n,n,y,n,y,y,n,n,
264,348,J,Woods CS.,"Growth Characteristics, Pigmentation, and the Identificaton of Whitebait (Galaxias Spp., Salmonoidea)",New Zealand Journal of Marine and Freshwater Research,1968,10.1080/00288330.1968.9515233,tertiary,UoC,NZ,"Northland, West Coast, Wellington, Otago, Nelson, Manawatu-Whanganui",y,y,y,y,y,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
195,270,J,Mcintosh AR.,Habitat- And Size-Related Variations in Exotic Trout Impacts on Native Galaxiid Fishes in New Zealand Streams,Canadian Journal of Fisheries and Aquatic Sciences,2000,10.1139/cjfas-57-10-2140,tertiary,UoC,NZ,Canterbury,y,n,n,n,n,n,basin,40,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,n,
134,201,J,Eikaas HS. Mcintosh AR.,Habitat Loss Through Disruption of Constrained Dispersal Networks,Ecological Applications,2006,10.1890/1051-0761(2006)016[0987:HLTDOC]2.0.CO;2,tertiary,UoC,NZ,West Coast,y,y,y,y,y,n,regional,450,n,na,na,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,na,na,n,
171,242,J,Bonnett ML. Sykes JRE.,"Habitat Preferences of Giant Kokopu, Galaxias Argenteus",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517067,CRI,NIWA,NZ,"West Coast, Southland",n,n,y,n,n,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,y,n,n,
193,268,J,Chadderton WL. Allibone RM.,"Habitat Use and Longitudinal Distribution Patterns of Native Fish from a Near Pristine Stewart Island, New Zealand, Stream",New Zealand Journal of Marine and Freshwater Research,2000,10.1080/00288330.2000.9516951,govt,DoC,NZ,Southland,y,n,y,n,y,n,reach,5,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,
111,175,J,Baker CF. Smith JP.,"Habitat Use by Banded Kokopu (Galaxias Fasciatus) and Giant Kokopu (g-Argenteus) Co-Occurring in Streams Draining the Hakarimata Range, New Zealand",New Zealand Journal of Marine and Freshwater Research,2007,10.1080/00288330709509893,CRI,NIWA,NZ,Waikato,n,n,y,n,y,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,n,n,n,y,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
131,198,J,Chapman A. Hobbs RP. Morgan DL. Gill HS.,Helminth Parasitism of Galaxias Maculatus (Jenyns 1842) in Southwestern Australia,Ecology of Freshwater Fish,2006,10.1111/j.1600-0633.2006.00198.x,tertiary,Murdoch University,Australia,Western Australia,n,y,n,n,n,n,regional,275,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
7,14,J,Vera-Escalona I. Delgado ML. Habit E. Ruzzante DE.,Historical and Contemporary Diversity of Galaxiids in South America: Biogeographic and Phylogenetic Perspectives,Diversity,2020,10.3390/d12080304,tertiary,Universidad CatÛlica de la SantÌsima ConcepciÛn,"Chile, Argentina",na,n,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,
11,20,J,Alama-Bermejo G. Viozzi GP. Waicheim MA. Flores VR. Atkinson SD.,"Host Parasite Relationship of Ortholinea Lauquen Sp. Nov. (Cnidaria: Myxozoa) and the Fish Galaxias Maculatus in Northwestern Patagonia, Argentina",Diseases of Aquatic Organisms,2019,10.3354/dao03400,govt,Centro de InvestigaciÛn Aplicada y Transferencia TecnolÛgica en Recursos Marinos Almirante Storni,Argentina,Patagonia,n,y,n,n,n,n,regional,105,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,
182,253,J,Waters JM. Shirley M. Closs GP.,Hydroelectric Development and Translocation of Galaxias Brevipinnis: a Cloud at the End of the Tunnel?,Canadian Journal of Fisheries and Aquatic Sciences,2002,10.1139/F01-195,tertiary,UoO,Australia,"Victoria, NSW",y,n,n,n,n,n,regional,720,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
172,243,J,Charteris SC. Ritchie PA.,"Identification of Galaxiid Nests, Emigrating Larvae and Whitebait, using Mitochondrial Dna Control Region Sequences",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517131,tertiary,M,NZ,Taranaki,y,n,n,y,y,n,lab,100,n,na,na,y,n,n,n,y,n,na,rearing,n,n,n,n,n,n,n,n,y,n,n,n,n,n,y,y,y,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,n,n,n,
117,181,J,Haggerty JH.,"I'm not a Greenie But...: Environmentality, Eco-Populism and Governance in New Zealand Experiences from the Southland Whitebait Fishery",Journal of Rural Studies,2007,10.1016/j.jrurstud.2006.11.002,tertiary,UoO,NZ,Southland,y,y,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,n,na,interviews,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,
144,212,J,Revenga JE. Torres PF. Baiz M.,"Impact of a Caged-Trout Farm on Parasites of Galaxias Maculatus in Lake Moreno, Southern Argentina",Journal of Parasitology,2005,10.1645/GE-441R,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,
162,232,J,Mcdowall RM.,Impacts of Introduced Salmonids on Native Galaxiids in New Zealand Upland Streams: a New Look at an Old Problem,Transactions of the American Fisheries Society,2003,10.1577/1548-8659(2003)132<0229:IOISON>2.0.CO;2,CRI,NIWA,NZ,na,y,y,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,y,y,n,n,
120,185,J,Macdonald JI. Davies PE.,Improving the Upstream Passage of Two Galaxiid Fish Species Through a Pipe Culvert,Fisheries Management and Ecology,2007,10.1111/j.1365-2400.2007.00546.x,tertiary,UoT,Australia,Tasmania,n,y,n,n,n,n,reach,0.02,n,na,na,n,n,y,y,n,n,na,passage,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,,n,y,n,n,y,n,n,n,
212,288,J,Mcdowall RM.,"Indigenous Vegetation Type and the Distribution of Shortjawed Kokopu, Galaxias Postvectis (Teleostei: Galaxiidae), in New Zealand",New Zealand Journal of Zoology,1997,10.1080/03014223.1997.9518120,CRI,NIWA,NZ,"Southland, West Coast, Nelson-Tasman, Wellington, Marlborough, Taranaki, BoP, Waikato, Northland, Auckland",n,n,n,y,n,n,regional,1300,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,na,na,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,na,na,na,
203,278,J,Revenga J. Scheinert P.,"Infections by Helminth Parasites in Puyenes, Galaxias Maculatus (Galaxiidae, Salmoniformes), from Southern Argentina with Special Reference to Tylodelphys Barilochensis (Digenea, Platyhelminthes)",Memorias Do Instituto Oswaldo Cruz,1999,10.1590/S0074-02761999000500007,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,na,
41,66,J,Baker CF. Smith JP.,Influence of Flow on the Migration and Capture of Juvenile Galaxiids in a Large River System,New Zealand Journal of Marine and Freshwater Research,2015,10.1080/00288330.2014.941372,CRI,NIWA,NZ,Waikato,y,y,y,n,y,n,reach,9,n,na,na,y,n,n,n,n,n,na,mark recapture,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,y,n,n,n,n,n,y,n,n,n,
